labeling_type,dosage_form,route_of_administration,marketing_category,application_number,proprietaryname,generic_proper_name,spl_effective_date ,established_pharmacologic_class,initia_us_approval,company,marketing_date,ndc,active_ingredient_unii,active_ingredients,active_moiety_names,active_moiety_unii
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192;102195;102196;102197;102198;102200;102201;102202,Standardized Bermuda Grass Pollen; Standardized Kentucky (June) Bluegrass Pollen; Standardized Meadow Fescue Grass Pollen; Standardized Orchard Grass Pollen; Standardized Perennial Rye Grass Pollen; Standardized Redtop Grass Pollen; Standardized Sweet Vernal Grass Pollen; Standardized Timothy Grass Pollen,STANDARDIZED BERMUDA GRASS POLLEN; STANDARDIZED KENTUCKY (JUNE) BLUEGRASS POLLEN; STANDARDIZED MEADOW FESCUE GRASS POLLEN; STANDARDIZED ORCHARD GRASS POLLEN; STANDARDIZED PERENNIAL RYE GRASS POLLEN; STANDARDIZED REDTOP GRASS POLLEN; STANDARDIZED SWEET VERNAL GRASS POLLEN; STANDARDIZED TIMOTHY GRASS POLLEN,11/25/2009,Non-Standardized Pollen Allergenic Extract; Standardized Pollen Allergenic Extract,,NELCO LABORATORIES INC,1998/02/10-,36987-2270; 36987-2319; 36987-2320; 36987-2345; 36987-2346; 36987-2363; 36987-2364; 36987-2389; 36987-2390; 36987-2399; 36987-2400; 36987-2401; 36987-2402; 36987-2427; 36987-2428,175F461W10; 2KIK19R45Y; 4T81LB52R0; 65M88RW2EG; 83N78IDA7P; A0WFQ8P6N1; HU8V6E7HOA; SCB8J7LS3T,AGROSTIS GIGANTEA POLLEN; ANTHOXANTHUM ODORATUM POLLEN; CYNODON DACTYLON POLLEN; DACTYLIS GLOMERATA POLLEN; FESTUCA PRATENSIS POLLEN; LOLIUM PERENNE POLLEN; PHLEUM PRATENSE POLLEN; POA PRATENSIS POLLEN,AGROSTIS GIGANTEA POLLEN; ANTHOXANTHUM ODORATUM POLLEN; CYNODON DACTYLON POLLEN; DACTYLIS GLOMERATA POLLEN; FESTUCA PRATENSIS POLLEN; LOLIUM PERENNE POLLEN; PHLEUM PRATENSE POLLEN; POA PRATENSIS POLLEN,175F461W10; 2KIK19R45Y; 4T81LB52R0; 65M88RW2EG; 83N78IDA7P; A0WFQ8P6N1; HU8V6E7HOA; SCB8J7LS3T
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,103384,Standardized Cat Hair,STANDARDIZED CAT HAIR,12/7/2009,Standardized Animal Hair Allergenic Extract,,NELCO LABORATORIES INC,1992/09/29-,36987-1121,1564HD0N96,FELIS CATUS HAIR,FELIS CATUS HAIR,1564HD0N96
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,103368,Standardized Cat Hair,STANDARDIZED CAT HAIR,8/24/2009,Standardized Animal Hair Allergenic Extract,,ANTIGEN LABORATORIES INC,1992/10/21-,49288-0121; 49288-0122,1564HD0N96,FELIS CATUS HAIR,FELIS CATUS HAIR,1564HD0N96
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102193;102194,Standardized Mite Dermatophagoides farinae; Standardized Mite Dermatophagoides pteronyssinus,STANDARDIZED MITE DERMATOPHAGOIDES FARINAE; STANDARDIZED MITE DERMATOPHAGOIDES PTERONYSSINUS,12/1/2009,Standardized Insect Allergenic Extract,,NELCO LABORATORIES INC,1987/06/12-; 1990/02/22-,36987-1844; 36987-1845,57L1Z5378K; PR9U2YPF3Q,DERMATOPHAGOIDES FARINAE; DERMATOPHAGOIDES PTERONYSSINUS,DERMATOPHAGOIDES FARINAE; DERMATOPHAGOIDES PTERONYSSINUS,57L1Z5378K; PR9U2YPF3Q
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102232,Standardized Short Ragweed Pollen,STANDARDIZED SHORT RAGWEED POLLEN,8/21/2009,Standardized Pollen Allergenic Extract,,ANTIGEN LABORATORIES INC,1983/01/15-,49288-0448,K20Y81ACO3,AMBROSIA ARTEMISIIFOLIA POLLEN,AMBROSIA ARTEMISIIFOLIA POLLEN,K20Y81ACO3
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,BLA,761164,Enjaymo,SUTIMLIMAB-JOME,2/21/2024,Classical Complement Pathway Inhibitor,2022,BIOVERATIV THERAPEUTICS INC,2022/02/04-,80203-347,GNWE7KJ995,SUTIMLIMAB,SUTIMLIMAB,GNWE7KJ995
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,BLA,761163,MONJUVI,TAFASITAMAB-CXIX,5/31/2024,,2020,INCYTE CORPORATION,2020/08/05-,50881-013,QQA9MLH692,Tafasitamab,Tafasitamab,QQA9MLH692
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,BLA,761163,MONJUVI,TAFASITAMAB-CXIX,6/21/2023,,2020,INCYTE CORPORATION,2020/08/05-,73535-208,QQA9MLH692,Tafasitamab,Tafasitamab,QQA9MLH692
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,BLA,761116,Elzonris,TAGRAXOFUSP,7/31/2023,CD123 Interaction; Cytotoxin,2018,STEMLINE THERAPEUTICS INC,2019/01/18-,72187-0401,8ZHS5657EH,TAGRAXOFUSP,TAGRAXOFUSP,8ZHS5657EH
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,BLA,022458,ELELYSO,TALIGLUCERASE ALFA,7/18/2024,Hydrolytic Lysosomal Glucocerebroside-specific Enzyme,2012,PFIZER LABORATORIES DIV PFIZER INC,2012/05/01-,0069-0106,0R4NLX88O4,TALIGLUCERASE ALFA,TALIGLUCERASE ALFA,0R4NLX88O4
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SUSPENSION",INTRALESIONAL,BLA,125518,Imlygic,TALIMOGENE LAHERPAREPVEC,2/10/2023,,2015,AMGEN INC,2015/11/02-,55513-078; 55513-079,07730V90L6,TALIMOGENE LAHERPAREPVEC,TALIMOGENE LAHERPAREPVEC,07730V90L6
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,SUBCUTANEOUS,BLA,761342,TALVEY,TALQUETAMAB,7/5/2024,,2023,JANSSEN BIOTECH INC,2023/08/09-,57894-469; 57894-470,4W3KFI3TN3,TALQUETAMAB,TALQUETAMAB,4W3KFI3TN3
HUMAN PRESCRIPTION DRUG LABEL,KIT,INTRAVENOUS,BLA,761344,IMDELLTRA (AMG757),TARLATAMAB-DLLE,5/16/2024,,2024,AMGEN INC,2024/05/16-,55513-059; 55513-077,74X82ST8Q1,TARLATAMAB,TARLATAMAB,74X82ST8Q1
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,125294,GRANIX,TBO-FILGRASTIM,11/30/2023,Leukocyte Growth Factor,2012,CEPHALON LLC,2013/11/11-; 2018/11/07-,63459-910; 63459-912; 63459-918; 63459-920,PVI5M0M1GW,FILGRASTIM,FILGRASTIM,PVI5M0M1GW
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,BLA,761228,KIMMTRAK,TEBENTAFUSP,10/10/2024,Bispecific gp100 Peptide-HLA-directed CD3 T Cell Engager,2022,IMMUNOCORE COMMERCIAL LLC,2022/01/26-,80446-401,N658GY6L3E,TEBENTAFUSP,TEBENTAFUSP,N658GY6L3E
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,SUBCUTANEOUS,BLA,761291,TECVAYLI,TECLISTAMAB,7/5/2024,,2022,JANSSEN BIOTECH INC,2022/10/25-,57894-449; 57894-450,54534MX6Z9,TECLISTAMAB,TECLISTAMAB,54534MX6Z9
HUMAN PRESCRIPTION DRUG LABEL,KIT,INTRAVENOUS,BLA,103909,TNKase,TENECTEPLASE,1/10/2024,,2000,GENENTECH INC,2024/01/05-,50242-176,WGD229O42W,TENECTEPLASE,TENECTEPLASE,WGD229O42W
HUMAN PRESCRIPTION DRUG LABEL,KIT,INTRAVENOUS,BLA,103909,TNKase,TENECTEPLASE,4/12/2023,,2000,GENENTECH INC,2018/11/07-,50242-120,WGD229O42W,TENECTEPLASE,TENECTEPLASE,WGD229O42W
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,BLA,761183,TZIELD,TEPLIZUMAB-MZWV,12/8/2023,CD3-directed Antibody,2022,PROVENTION BIO INC,2022/11/17-,73650-316,S4M959U2IJ,TEPLIZUMAB,TEPLIZUMAB,S4M959U2IJ
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,BLA,761143,TEPEZZA,TEPROTUMUMAB,6/24/2024,Insulin-like Growth Factor-1 Receptor Inhibitor,2020,HORIZON THERAPEUTICS USA INC,2020/01/21-,75987-130,Y64GQ0KC0A,TEPROTUMUMAB,TEPROTUMUMAB,Y64GQ0KC0A
HUMAN PRESCRIPTION DRUG LABEL,KIT,SUBCUTANEOUS,BLA,022505,EGRIFTA SV,TESAMORELIN,2/29/2024,Growth Hormone Releasing Factor Analog,2010,THERATECHNOLOGIES INC,2019/11/04-,62064-241,LGW5H38VE3,TESAMORELIN ACETATE,TESAMORELIN,MQG94M5EEO
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761224,TEZSPIRE,TEZEPELUMAB-EKKO,5/26/2023,Thymic Stromal Lymphopoietin Blocker,2021,AMGEN INC,2021/12/17-,55513-100; 55513-112; 55513-123,RJ1IW3B4QX,TEZEPELUMAB,TEZEPELUMAB,RJ1IW3B4QX
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Thompson Seedless Grape,THOMPSON SEEDLESS GRAPE,12/9/2009,Non-Standardized Food Allergenic Extract; Non-Standardized Plant Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-1326,3GOV20705G,WINE GRAPE,WINE GRAPE,3GOV20705G
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Thompson Seedless Grape,THOMPSON SEEDLESS GRAPE,12/9/2009,Non-Standardized Food Allergenic Extract; Non-Standardized Plant Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-1329,3GOV20705G,WINE GRAPE,WINE GRAPE,3GOV20705G
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Thompson Seedless Grape,THOMPSON SEEDLESS GRAPE,12/9/2009,Non-Standardized Food Allergenic Extract; Non-Standardized Plant Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-1328,3GOV20705G,WINE GRAPE,WINE GRAPE,3GOV20705G
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Thompson Seedless Grape,THOMPSON SEEDLESS GRAPE,12/9/2009,Non-Standardized Food Allergenic Extract; Non-Standardized Plant Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-1327,3GOV20705G,WINE GRAPE,WINE GRAPE,3GOV20705G
HUMAN PRESCRIPTION DRUG LABEL,PATCH,TOPICAL,BLA,125351,TachoSil,THROMBIN HUMAN AND FIBRINOGEN,11/30/2022,Human Blood Coagulation Factor,2010,CORZA MEDICAL GMBH,2023/04/01-,83078-701; 83078-702; 83078-704,6K15ABL77G; N94833051K,FIBRINOGEN HUMAN; HUMAN THROMBIN,FIBRINOGEN HUMAN; HUMAN THROMBIN,6K15ABL77G; N94833051K
HUMAN PRESCRIPTION DRUG LABEL,PATCH,TOPICAL,BLA,125351,TachoSil,THROMBIN HUMAN AND FIBRINOGEN,4/29/2022,Human Blood Coagulation Factor,2010,BAXTER HEALTHCARE CORPORATION,completed:2010/04/05-2025/02/06,0338-8701; 0338-8702; 0338-8704,6K15ABL77G; N94833051K,FIBRINOGEN HUMAN; HUMAN THROMBIN,FIBRINOGEN HUMAN; HUMAN THROMBIN,6K15ABL77G; N94833051K
HUMAN PRESCRIPTION DRUG LABEL,KIT,TOPICAL,BLA,125248,RECOTHROM,THROMBIN TOPICAL RECOMBINANT,1/4/2024,Blood Coagulation Factor,2008,BAXTER HEALTHCARE CORPORATION,2008/01/29-; 2008/06/09-,0338-0322; 0338-0326; 0338-0330,SCK81AMR7R,THROMBIN ALFA,THROMBIN ALFA,SCK81AMR7R
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION; KIT",INTRAMUSCULAR,BLA,020898,Thyrogen,THYROTROPIN ALFA,2/24/2023,Thyroid Stimulating Hormone,1998,GENZYME CORPORATION,1998/11/30-; completed:1998/11/30-2019/05/30,58468-0030; 58468-1849,AVX3D5A4LM,THYROTROPIN ALFA,THYROTROPIN ALFA,AVX3D5A4LM
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761067,ILUMYA,TILDRAKIZUMAB-ASMN,4/11/2024,Interleukin-23 Antagonist,2018,SUN PHARMACEUTICAL INDUSTRIES INC,2018/08/06-,47335-177,DEW6X41BEK,TILDRAKIZUMAB,TILDRAKIZUMAB,DEW6X41BEK
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,BLA,761232,TEVIMBRA,TISLELIZUMAB,3/16/2024,,2024,BEIGENE USA INC,2024/03/14-,72579-121,0KVO411B3N,TISLELIZUMAB,TISLELIZUMAB,0KVO411B3N
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, FOR SOLUTION",INTRAVENOUS,BLA,761208,TIVDAK,TISOTUMAB VEDOTIN,10/25/2024,,2021,SEAGEN INC,2021/09/20-,51144-003,T41737F88A,Tisotumab Vedotin,Tisotumab Vedotin,T41737F88A
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION; INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS; SUBCUTANEOUS,BLA,125276;125472,ACTEMRA; Actemra; Actemra ACTPen,TOCILIZUMAB,10/24/2024,Interleukin-6 Receptor Antagonist,2010,GENENTECH INC,2010/01/08-; 2013/10/21-; 2018/11/19-,50242-135; 50242-136; 50242-137; 50242-138; 50242-143,I031V2H011,TOCILIZUMAB,TOCILIZUMAB,I031V2H011
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,BLA,761354,Tofidence,TOCILIZUMAB,7/29/2024,Interleukin-6 Receptor Antagonist,2023,BIOGEN MA INC,2024/05/01-,64406-022; 64406-023; 64406-024,I031V2H011,TOCILIZUMAB,TOCILIZUMAB,I031V2H011
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761275,TYENNE,TOCILIZUMAB-AAZG,5/22/2024,Interleukin-6 Receptor Antagonist,2024,FRESENIUS KABI USA LLC,2024/07/01-,65219-584; 65219-586,I031V2H011,TOCILIZUMAB,TOCILIZUMAB,I031V2H011
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,BLA,761275,TYENNE,TOCILIZUMAB-AAZG,3/6/2024,Interleukin-6 Receptor Antagonist,2024,FRESENIUS KABI USA LLC,2024/04/15-,65219-590; 65219-592; 65219-594,I031V2H011,TOCILIZUMAB,TOCILIZUMAB,I031V2H011
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,BLA,761240,LOQTORZI,TORIPALIMAB-TPZI,10/31/2024,Programmed Death Receptor-1 Blocking Antibody,2023,COHERUS BIOSCIENCES INC,2023/10/27-,70114-340,8JXN261VVA,toripalimab,toripalimab,8JXN261VVA
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761180,Adbry,TRALOKINUMAB-LDRM,5/24/2024,Interleukin-13 Antagonist,2021,LEO PHARMA INC,2022/01/02-; 2024/07/01-,50222-346; 50222-350,GK1LYB375A,TRALOKINUMAB,TRALOKINUMAB,GK1LYB375A
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION; KIT",INTRAVENOUS,BLA,761091,HERZUMA,TRASTUZUMAB,11/25/2024,HER2/neu Receptor Antagonist,2018,CEPHALON INC,2020/03/16-,63459-303; 63459-305,P188ANX8CK,TRASTUZUMAB,TRASTUZUMAB,P188ANX8CK
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,BLA,103792,Herceptin,TRASTUZUMAB,11/18/2024,HER2/neu Receptor Antagonist,1998,GENENTECH INC,2017/02/10-,50242-132,P188ANX8CK,TRASTUZUMAB,TRASTUZUMAB,P188ANX8CK
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761106,Herceptin Hylecta,TRASTUZUMAB AND HYALURONIDASE-OYSK,11/21/2024,Endoglycosidase; HER2/neu Receptor Antagonist,2019,GENENTECH INC,2019/02/28-,50242-077,743QUY4VD8; P188ANX8CK,HYALURONIDASE (HUMAN RECOMBINANT); TRASTUZUMAB,HYALURONIDASE (HUMAN RECOMBINANT); TRASTUZUMAB,743QUY4VD8; P188ANX8CK
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION; KIT",INTRAVENOUS,BLA,761073,Kanjinti,TRASTUZUMAB-ANNS,3/22/2024,HER2/neu Receptor Antagonist,2019,AMGEN INC,2019/06/11-; 2019/10/28-; 2023/02/01-,55513-132; 55513-141; 55513-164,P188ANX8CK,TRASTUZUMAB,TRASTUZUMAB,P188ANX8CK
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION; KIT",INTRAVENOUS,BLA,761074,OGIVRI,TRASTUZUMAB-DKST,8/30/2024,HER2/neu Receptor Antagonist,2017,BIOCON BIOLOGICS INC,2023/10/01-,83257-001; 83257-003; 83257-004,P188ANX8CK,TRASTUZUMAB,TRASTUZUMAB,P188ANX8CK
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION; KIT",INTRAVENOUS,BLA,761074,OGIVRI,TRASTUZUMAB-DKST,2/8/2021,HER2/neu Receptor Antagonist,2017,MYLAN INSTITUTIONAL LLC,completed:2019/11/29-2027/02/28; completed:2019/11/29-2027/04/30,67457-847; 67457-991,P188ANX8CK,TRASTUZUMAB,TRASTUZUMAB,P188ANX8CK
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION; KIT",INTRAVENOUS,BLA,761081,Trazimera,TRASTUZUMAB-QYYP,2/14/2022,HER2/neu Receptor Antagonist,2019,PFIZER LABORATORIES DIV PFIZER INC,2020/02/24-; 2021/03/10-,0069-0305; 0069-0308,P188ANX8CK,TRASTUZUMAB,TRASTUZUMAB,P188ANX8CK
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102223,Treatment Set TS128811; Treatment Set TS128870; Treatment Set TS128871; Treatment Set TS128872; Treatment Set TS128873; Treatment Set TS129085; Treatment Set TS129259; Treatment Set TS329123; Treatment Set TS329388; Treatment Set TS329595,TREATMENT SET TS128811; TREATMENT SET TS128870; TREATMENT SET TS128871; TREATMENT SET TS128872; TREATMENT SET TS128873; TREATMENT SET TS129085; TREATMENT SET TS129259; TREATMENT SET TS329123; TREATMENT SET TS329388; TREATMENT SET TS329595,12/2/2009,Non-Standardized Animal Hair Allergenic Extract; Non-Standardized Bacterial Allergenic Extract; Non-Standardized Feather Allergenic Extract; Non-Standardized Fungal Allergenic Extract; Non-Standardized Insect Allergenic Extract; Non-Standardized Pollen Allergenic Extract; Standardized Animal Hair Allergenic Extract; Standardized Insect Allergenic Extract; Standardized Pollen Allergenic Extract,,ANTIGEN LABORATORIES INC,1986/10/31-; 2009/12/18-; 2009/12/21-,49288-0656; 49288-0657; 49288-0658; 49288-0659; 49288-0660; 49288-0661; 49288-0662; 49288-0663; 49288-0664; 49288-0665; 49288-0666; 49288-0667; 49288-0668; 49288-0669; 49288-0670; 49288-0671; 49288-0672; 49288-0673; 49288-0674; 49288-0675,05S7L91ZTR; 07A108ZKW5; 098LKX5NCN; 0N3Z1P4B2W; 0V3J4YEX2W; 1564HD0N96; 15XI414745; 16M9MK8C4W; 175F461W10; 17RH99LQ7G; 1BV28146ZR; 1FCM16V0FV; 1GH3WV23KH; 1M4E76V32I; 1X92VM01YP; 1XSC3BB35Z; 2147EPR64I; 23H70FYJ5U; 2A64U81OQ3; 2KIK19R45Y,ACER NEGUNDO POLLEN; ACER RUBRUM POLLEN; ACER SACCHARINUM POLLEN; ACER SACCHARUM POLLEN; ACREMONIUM STRICTUM; ACROTHECIUM ROBUSTUM; AGROSTIS GIGANTEA POLLEN; AILANTHUS ALTISSIMA POLLEN; ALNUS RHOMBIFOLIA POLLEN; ALTERNARIA ALTERNATA,ACER NEGUNDO POLLEN; ACER RUBRUM POLLEN; ACER SACCHARINUM POLLEN; ACER SACCHARUM POLLEN; ACREMONIUM STRICTUM; ACROTHECIUM ROBUSTUM; AGROSTIS GIGANTEA POLLEN; AILANTHUS ALTISSIMA POLLEN; ALNUS RHOMBIFOLIA POLLEN; ALTERNARIA ALTERNATA,05S7L91ZTR; 07A108ZKW5; 098LKX5NCN; 0N3Z1P4B2W; 0V3J4YEX2W; 1564HD0N96; 15XI414745; 16M9MK8C4W; 175F461W10; 17RH99LQ7G; 1BV28146ZR; 1FCM16V0FV; 1GH3WV23KH; 1M4E76V32I; 1X92VM01YP; 1XSC3BB35Z; 2147EPR64I; 23H70FYJ5U; 2A64U81OQ3; 2KIK19R45Y
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102223,Treatment Set TS329066; Treatment Set TS329109; Treatment Set TS329151; Treatment Set TS329152; Treatment Set TS329161; Treatment Set TS329162; Treatment Set TS329197; Treatment Set TS329227; Treatment Set TS329240; Treatment Set TS329413,TREATMENT SET TS329066; TREATMENT SET TS329109; TREATMENT SET TS329151; TREATMENT SET TS329152; TREATMENT SET TS329161; TREATMENT SET TS329162; TREATMENT SET TS329197; TREATMENT SET TS329227; TREATMENT SET TS329240; TREATMENT SET TS329413,12/2/2009,Non-Standardized Animal Hair Allergenic Extract; Non-Standardized Feather Allergenic Extract; Non-Standardized Fungal Allergenic Extract; Non-Standardized Insect Allergenic Extract; Non-Standardized Pollen Allergenic Extract; Standardized Animal Hair Allergenic Extract; Standardized Insect Allergenic Extract; Standardized Pollen Allergenic Extract,,ANTIGEN LABORATORIES INC,1986/10/31-; 2009/12/18-,49288-0714; 49288-0715; 49288-0716; 49288-0717; 49288-0718; 49288-0719; 49288-0720; 49288-0721; 49288-0722; 49288-0723; 49288-0724; 49288-0725; 49288-0726; 49288-0727; 49288-0728; 49288-0729; 49288-0730; 49288-0731; 49288-0732; 49288-0733,05S7L91ZTR; 07A108ZKW5; 098LKX5NCN; 0N3Z1P4B2W; 0V3J4YEX2W; 1564HD0N96; 15XI414745; 175F461W10; 1BV28146ZR; 1FCM16V0FV; 2MH135KC6G; 2RQ1L9N089; 3I9T68187H; 3LN5B70U4W; 3Y1PE1GCIG; 476DVV63WP; 4D7G21HDBC; 4K7Z7K7SWG; 4T81LB52R0; 4ZWY20GTGO,ACER NEGUNDO POLLEN; ALTERNARIA ALTERNATA; AMARANTHUS RETROFLEXUS POLLEN; AMBROSIA ARTEMISIIFOLIA POLLEN; AMBROSIA PSILOSTACHYA POLLEN; AMBROSIA TRIFIDA POLLEN; ANAS PLATYRHYNCHOS FEATHER; ANSER ANSER FEATHER; ASPERGILLUS FUMIGATUS; AUREOBASIDIUM PULLULANS VAR. PULLUTANS,ACER NEGUNDO POLLEN; ALTERNARIA ALTERNATA; AMARANTHUS RETROFLEXUS POLLEN; AMBROSIA ARTEMISIIFOLIA POLLEN; AMBROSIA PSILOSTACHYA POLLEN; AMBROSIA TRIFIDA POLLEN; ANAS PLATYRHYNCHOS FEATHER; ANSER ANSER FEATHER; ASPERGILLUS FUMIGATUS; AUREOBASIDIUM PULLULANS VAR. PULLUTANS,05S7L91ZTR; 07A108ZKW5; 098LKX5NCN; 0N3Z1P4B2W; 0V3J4YEX2W; 1564HD0N96; 15XI414745; 175F461W10; 1BV28146ZR; 1FCM16V0FV; 2MH135KC6G; 2RQ1L9N089; 3I9T68187H; 3LN5B70U4W; 3Y1PE1GCIG; 476DVV63WP; 4D7G21HDBC; 4K7Z7K7SWG; 4T81LB52R0; 4ZWY20GTGO
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102223,Treatment Set TS334946; Treatment Set TS334947,TREATMENT SET TS334946; TREATMENT SET TS334947,3/5/2010,Non-Standardized Animal Hair Allergenic Extract; Non-Standardized Feather Allergenic Extract; Non-Standardized Fungal Allergenic Extract; Non-Standardized Insect Allergenic Extract; Non-Standardized Pollen Allergenic Extract; Standardized Insect Allergenic Extract; Standardized Pollen Allergenic Extract,,ANTIGEN LABORATORIES INC,1986/10/31-,49288-0774; 49288-0775,05S7L91ZTR; 07A108ZKW5; 098LKX5NCN; 0N3Z1P4B2W; 15XI414745; 175F461W10; 1FCM16V0FV; 2MH135KC6G; 2RQ1L9N089; 3LN5B70U4W; 3Y1PE1GCIG; 476DVV63WP; 4ZWY20GTGO; 5398RXP8KU; 577VA5B4HP; 57L1Z5378K; 73B14PX5FW; 83B65P4796; 93963RFO1P; A17SE577FM,ACER NEGUNDO POLLEN; AMARANTHUS RETROFLEXUS POLLEN; AMBROSIA ARTEMISIIFOLIA POLLEN; AMBROSIA PSILOSTACHYA POLLEN; AMBROSIA TRIFIDA POLLEN; ANAS PLATYRHYNCHOS FEATHER; ANSER ANSER FEATHER; ASPERGILLUS FUMIGATUS; BETULA NIGRA POLLEN; CANIS LUPUS FAMILIARIS HAIR,ACER NEGUNDO POLLEN; AMARANTHUS RETROFLEXUS POLLEN; AMBROSIA ARTEMISIIFOLIA POLLEN; AMBROSIA PSILOSTACHYA POLLEN; AMBROSIA TRIFIDA POLLEN; ANAS PLATYRHYNCHOS FEATHER; ANSER ANSER FEATHER; ASPERGILLUS FUMIGATUS; BETULA NIGRA POLLEN; CANIS LUPUS FAMILIARIS HAIR,05S7L91ZTR; 07A108ZKW5; 098LKX5NCN; 0N3Z1P4B2W; 15XI414745; 175F461W10; 1FCM16V0FV; 2MH135KC6G; 2RQ1L9N089; 3LN5B70U4W; 3Y1PE1GCIG; 476DVV63WP; 4ZWY20GTGO; 5398RXP8KU; 577VA5B4HP; 57L1Z5378K; 73B14PX5FW; 83B65P4796; 93963RFO1P; A17SE577FM
